n,algo,time_ms,edge_checks,queue_push,pq_push,pq_pop,relax,path_len,distance
100,BFS,0.016709,125,70,0,0,0,4,3
100,Dijkstra,0.182084,914,0,180,146,179,6,14.991146263315203
100,BFS,0.008708,51,38,0,0,0,3,2
100,Dijkstra,0.137375,685,0,176,83,175,3,11.658513175315598
100,BFS,0.023042,196,87,0,0,0,4,3
100,Dijkstra,0.167583,905,0,163,131,162,4,13.075603481515017
100,BFS,0.004167,17,17,0,0,0,3,2
100,Dijkstra,0.140708,764,0,152,85,151,4,9.370147874798553
100,BFS,0.016416,119,74,0,0,0,4,3
100,Dijkstra,0.150292,801,0,166,99,165,6,10.947867639051339
100,BFS,0.002000,5,6,0,0,0,2,1
100,Dijkstra,0.042375,112,0,77,15,76,2,7.290477717286228
100,BFS,0.018417,134,80,0,0,0,3,2
100,Dijkstra,0.114042,561,0,146,62,145,5,8.948507184755883
100,BFS,0.001375,1,2,0,0,0,2,1
100,Dijkstra,0.043875,128,0,81,13,80,2,5.454844245002599
100,BFS,0.011459,69,52,0,0,0,3,2
100,Dijkstra,0.115792,569,0,154,63,153,3,8.691752604502742
100,BFS,0.024209,214,91,0,0,0,4,3
100,Dijkstra,0.162541,870,0,168,123,167,6,13.90629797893109
100,BFS,0.008917,53,41,0,0,0,3,2
100,Dijkstra,0.144208,761,0,164,92,163,5,9.355235710584566
100,BFS,0.016542,123,73,0,0,0,3,2
100,Dijkstra,0.141584,759,0,157,90,156,5,10.44550845151658
100,BFS,0.014666,106,63,0,0,0,4,3
100,Dijkstra,0.156000,846,0,161,109,160,4,9.908461909141973
100,BFS,0.013500,92,60,0,0,0,4,3
100,Dijkstra,0.058583,189,0,108,20,107,5,7.9292486379989695
100,BFS,0.014792,107,64,0,0,0,3,2
100,Dijkstra,0.096500,444,0,141,47,140,3,7.265677551495745
100,BFS,0.002458,7,8,0,0,0,2,1
100,Dijkstra,0.098083,432,0,151,44,150,5,8.294515802873272
100,BFS,0.023417,202,90,0,0,0,4,3
100,Dijkstra,0.093958,420,0,142,44,141,5,9.47197026471618
100,BFS,0.014916,105,66,0,0,0,3,2
100,Dijkstra,0.103042,473,0,154,48,153,5,7.579663937188243
100,BFS,0.027875,268,95,0,0,0,4,3
100,Dijkstra,0.039500,104,0,71,14,70,4,8.027853605747058
100,BFS,0.024542,216,91,0,0,0,4,3
100,Dijkstra,0.159958,861,0,167,118,166,4,9.43470154806922
100,BFS,0.022583,194,86,0,0,0,4,3
100,Dijkstra,0.174584,913,0,171,146,170,7,14.769375081544455
100,BFS,0.017000,127,71,0,0,0,4,3
100,Dijkstra,0.169333,896,0,168,131,167,5,12.07597126284824
100,BFS,0.007750,42,35,0,0,0,3,2
100,Dijkstra,0.127417,637,0,166,73,165,3,9.797530206254741
100,BFS,0.005875,25,23,0,0,0,3,2
100,Dijkstra,0.129541,646,0,169,73,168,5,10.779397936333432
100,BFS,0.011708,78,52,0,0,0,3,2
100,Dijkstra,0.164875,873,0,174,123,173,4,10.97615257728632
100,BFS,0.010083,58,46,0,0,0,3,2
100,Dijkstra,0.042208,118,0,82,11,81,3,4.703396649750994
100,BFS,0.009458,53,43,0,0,0,3,2
100,Dijkstra,0.149542,811,0,165,98,164,4,10.886703373665242
100,BFS,0.030250,302,97,0,0,0,4,3
100,Dijkstra,0.088833,354,0,136,41,135,5,10.844127933961481
100,BFS,0.012750,87,55,0,0,0,3,2
100,Dijkstra,0.124833,627,0,160,69,159,6,9.777217346171428
100,BFS,0.003250,13,10,0,0,0,3,2
100,Dijkstra,0.093834,424,0,139,43,138,3,11.230120739804214
100,BFS,0.004125,16,15,0,0,0,3,2
100,Dijkstra,0.115500,547,0,165,61,164,5,10.105326093132526
100,BFS,0.005375,26,23,0,0,0,3,2
100,Dijkstra,0.103542,469,0,152,51,151,4,9.076654794223359
100,BFS,0.023542,204,90,0,0,0,4,3
100,Dijkstra,0.144959,753,0,167,94,166,6,9.352330755906351
100,BFS,0.014958,109,63,0,0,0,4,3
100,Dijkstra,0.157334,846,0,170,107,169,5,12.632881889282212
100,BFS,0.015125,111,64,0,0,0,4,3
100,Dijkstra,0.104584,477,0,152,53,151,4,10.166692411639346
100,BFS,0.009167,54,41,0,0,0,3,2
100,Dijkstra,0.042750,115,0,77,12,76,3,5.2276757555895585
100,BFS,0.006459,32,29,0,0,0,3,2
100,Dijkstra,0.052416,172,0,98,17,97,3,6.806854885777682
100,BFS,0.021167,183,84,0,0,0,4,3
100,Dijkstra,0.163666,898,0,160,123,159,5,13.760470568998832
100,BFS,0.028167,267,94,0,0,0,4,3
100,Dijkstra,0.162458,883,0,167,119,166,6,10.217118214935763
100,BFS,0.002542,8,9,0,0,0,2,1
100,Dijkstra,0.140500,733,0,171,84,170,2,9.327833764963124
100,BFS,0.016042,121,70,0,0,0,3,2
100,Dijkstra,0.137917,713,0,160,93,159,3,10.050482211244812
100,BFS,0.010250,61,47,0,0,0,3,2
100,Dijkstra,0.150500,796,0,166,100,165,3,11.709728500702443
100,BFS,0.047167,544,100,0,0,0,4,3
100,Dijkstra,0.165333,880,0,172,125,171,6,13.152466648138839
100,BFS,0.006083,32,26,0,0,0,3,2
100,Dijkstra,0.078875,308,0,134,33,133,4,9.676179119807703
100,BFS,0.022584,194,87,0,0,0,4,3
100,Dijkstra,0.097833,442,0,155,40,154,4,7.37559737078578
100,BFS,0.002791,9,10,0,0,0,2,1
100,Dijkstra,0.030708,72,0,50,8,49,2,5.919657116454819
100,BFS,0.014958,106,66,0,0,0,4,3
100,Dijkstra,0.133042,665,0,170,81,169,4,10.854949726758981
100,BFS,0.031625,317,97,0,0,0,4,3
100,Dijkstra,0.146917,768,0,173,92,172,7,9.174458967835461
100,BFS,0.006583,33,30,0,0,0,3,2
100,Dijkstra,0.139500,730,0,159,90,158,4,9.999361117891386
100,BFS,0.042250,479,99,0,0,0,4,3
100,Dijkstra,0.127583,653,0,160,74,159,4,8.26257124465769
100,BFS,0.012792,82,58,0,0,0,3,2
100,Dijkstra,0.049750,144,0,100,15,99,3,7.160753195614431
100,BFS,0.023875,217,87,0,0,0,4,3
100,Dijkstra,0.127500,641,0,162,76,161,4,11.883236398432926
100,BFS,0.006750,35,29,0,0,0,3,2
100,Dijkstra,0.147250,765,0,177,95,176,4,12.158411908639959
100,BFS,0.022541,196,86,0,0,0,4,3
100,Dijkstra,0.141292,730,0,171,89,170,5,11.867170063104762
100,BFS,0.021042,183,80,0,0,0,4,3
100,Dijkstra,0.179208,926,0,159,130,158,5,12.378738155413512
100,BFS,0.012875,86,58,0,0,0,3,2
100,Dijkstra,0.137833,683,0,177,85,176,4,12.013431759200074
100,BFS,0.009958,56,47,0,0,0,3,2
100,Dijkstra,0.108208,512,0,152,53,151,4,9.704481434445148
100,BFS,0.006042,31,27,0,0,0,3,2
100,Dijkstra,0.025625,49,0,41,5,40,3,2.8282156548636133
100,BFS,0.017167,138,73,0,0,0,3,2
100,Dijkstra,0.134792,687,0,163,83,162,4,8.534318103541946
100,BFS,0.005042,22,22,0,0,0,3,2
100,Dijkstra,0.089417,379,0,147,37,146,3,5.8688995121614305
100,BFS,0.002833,9,10,0,0,0,3,2
100,Dijkstra,0.021000,28,0,26,5,25,3,4.42162088343665
100,BFS,0.002167,6,7,0,0,0,2,1
100,Dijkstra,0.093792,392,0,151,45,150,2,8.137784771526574
100,BFS,0.010459,62,48,0,0,0,3,2
100,Dijkstra,0.107125,505,0,154,51,153,4,7.4643752326492425
100,BFS,0.012667,87,54,0,0,0,3,2
100,Dijkstra,0.052792,154,0,98,16,97,5,6.765553432469226
100,BFS,0.021333,177,84,0,0,0,4,3
100,Dijkstra,0.144791,772,0,163,93,162,6,12.264291451389267
100,BFS,0.034875,369,96,0,0,0,4,3
100,Dijkstra,0.108250,490,0,157,55,156,5,8.884371842727202
100,BFS,0.015542,111,68,0,0,0,3,2
100,Dijkstra,0.104917,450,0,154,50,153,4,6.944277642653615
100,BFS,0.023583,204,92,0,0,0,4,3
100,Dijkstra,0.165541,863,0,157,118,156,6,11.38534869163596
100,BFS,0.009458,54,44,0,0,0,3,2
100,Dijkstra,0.145958,761,0,167,97,166,3,9.617979028667413
100,BFS,0.013041,84,60,0,0,0,3,2
100,Dijkstra,0.036000,86,0,67,9,66,3,3.9244806616506422
100,BFS,0.013625,84,55,0,0,0,3,2
100,Dijkstra,0.106042,485,0,150,51,149,4,6.634366358951388
100,BFS,0.005417,24,21,0,0,0,3,2
100,Dijkstra,0.090125,363,0,149,38,148,4,9.753166782448135
100,BFS,0.011125,64,50,0,0,0,3,2
100,Dijkstra,0.125459,619,0,164,70,163,5,7.930923520837935
100,BFS,0.011000,65,47,0,0,0,3,2
100,Dijkstra,0.074959,276,0,127,27,126,4,7.78310309684177
100,BFS,0.002166,5,6,0,0,0,2,1
100,Dijkstra,0.151375,618,0,165,76,164,2,8.583739185860008
100,BFS,0.014209,87,62,0,0,0,3,2
100,Dijkstra,0.127750,637,0,169,71,168,6,11.558205828295193
100,BFS,0.012875,79,58,0,0,0,3,2
100,Dijkstra,0.097125,443,0,152,44,151,4,6.05214569651319
100,BFS,0.023792,188,90,0,0,0,4,3
100,Dijkstra,0.140583,753,0,149,88,148,5,10.258139592442149
100,BFS,0.020500,182,88,0,0,0,4,3
100,Dijkstra,0.105625,576,0,149,62,148,5,10.820135067516514
100,BFS,0.010125,64,47,0,0,0,3,2
100,Dijkstra,0.086042,417,0,138,45,137,4,7.778821876697143
100,BFS,0.015041,117,72,0,0,0,4,3
100,Dijkstra,0.127084,750,0,154,89,153,4,10.786396349760828
100,BFS,0.012459,88,61,0,0,0,3,2
100,Dijkstra,0.057084,213,0,115,21,114,3,6.50782937682666
100,BFS,0.019458,163,77,0,0,0,3,2
100,Dijkstra,0.019292,26,0,26,3,25,3,2.3605269023524063
100,BFS,0.023166,209,86,0,0,0,4,3
100,Dijkstra,0.123208,620,0,165,71,164,5,8.277677615911243
100,BFS,0.014750,98,69,0,0,0,3,2
100,Dijkstra,0.116542,615,0,149,63,148,3,8.2607435738023
100,BFS,0.012334,85,54,0,0,0,4,3
100,Dijkstra,0.111417,546,0,156,62,155,4,10.766161818450497
100,BFS,0.007417,42,33,0,0,0,3,2
100,Dijkstra,0.074667,293,0,135,28,134,4,7.729032814681409
100,BFS,0.008125,46,37,0,0,0,3,2
100,Dijkstra,0.074667,293,0,129,33,128,4,7.941965523106308
100,BFS,0.025166,234,91,0,0,0,4,3
100,Dijkstra,0.074750,312,0,125,31,124,4,7.9059251460868305
100,BFS,0.021542,183,85,0,0,0,4,3
100,Dijkstra,0.096167,433,0,147,46,146,5,9.414475362827025
100,BFS,0.004000,15,15,0,0,0,3,2
100,Dijkstra,0.149708,821,0,155,107,154,6,11.548341177084714
100,BFS,0.016709,122,75,0,0,0,4,3
100,Dijkstra,0.108166,520,0,159,53,158,4,7.914388117317673
100,BFS,0.027667,262,95,0,0,0,4,3
100,Dijkstra,0.171750,934,0,169,149,168,5,15.172599909730824
100,BFS,0.019666,162,82,0,0,0,4,3
100,Dijkstra,0.098292,465,0,142,49,141,5,11.370327758401977
100,BFS,0.003333,13,13,0,0,0,3,2
100,Dijkstra,0.026417,53,0,40,8,39,3,5.3310340814253205
100,BFS,0.003792,17,14,0,0,0,3,2
100,Dijkstra,0.103083,487,0,147,56,146,3,12.03968173540255
100,BFS,0.009542,54,45,0,0,0,3,2
100,Dijkstra,0.059375,209,0,113,20,112,4,4.719963454025357
100,BFS,0.002291,7,8,0,0,0,2,1
100,Dijkstra,0.031208,72,0,55,8,54,2,5.499507454912533
100,BFS,0.019959,164,82,0,0,0,4,3
100,Dijkstra,0.172250,928,0,172,153,171,5,14.962203083444422
100,BFS,0.003792,15,15,0,0,0,3,2
100,Dijkstra,0.148666,795,0,171,102,170,6,11.998219580506895
100,BFS,0.020458,168,77,0,0,0,4,3
100,Dijkstra,0.107625,474,0,153,50,152,4,9.218803803281752
100,BFS,0.011875,79,54,0,0,0,3,2
100,Dijkstra,0.132625,718,0,152,83,151,3,9.171630838129355
100,BFS,0.025666,241,89,0,0,0,4,3
100,Dijkstra,0.165916,906,0,168,134,167,4,12.387939343976475
100,BFS,0.022917,212,84,0,0,0,4,3
100,Dijkstra,0.079250,323,0,132,34,131,4,5.973904310190205
100,BFS,0.033791,363,96,0,0,0,4,3
100,Dijkstra,0.121208,617,0,158,71,157,5,10.64664486535723
100,BFS,0.005250,23,22,0,0,0,3,2
100,Dijkstra,0.038709,102,0,74,10,73,3,3.450842373339925
100,BFS,0.001958,4,5,0,0,0,2,1
100,Dijkstra,0.093708,417,0,154,42,153,4,7.398968874641289
100,BFS,0.012291,84,57,0,0,0,3,2
100,Dijkstra,0.039042,107,0,74,10,73,3,4.353317624387012
100,BFS,0.006667,36,29,0,0,0,4,3
100,Dijkstra,0.028167,60,0,47,8,46,4,7.150978207384771
100,BFS,0.022208,202,85,0,0,0,4,3
100,Dijkstra,0.108417,522,0,155,61,154,4,6.982075024279251
100,BFS,0.011333,74,52,0,0,0,3,2
100,Dijkstra,0.102292,495,0,149,51,148,4,8.623203698412667
100,BFS,0.014167,108,61,0,0,0,4,3
100,Dijkstra,0.096667,431,0,145,42,144,4,8.064873408126864
100,BFS,0.027542,274,89,0,0,0,4,3
100,Dijkstra,0.169292,919,0,171,144,170,7,11.502410257177427
100,BFS,0.002459,7,8,0,0,0,2,1
100,Dijkstra,0.066667,250,0,123,23,122,2,6.21065607001162
100,BFS,0.001750,4,5,0,0,0,2,1
100,Dijkstra,0.025667,50,0,41,6,40,2,5.282860551008498
100,BFS,0.009667,57,44,0,0,0,3,2
100,Dijkstra,0.131250,691,0,161,82,160,5,10.717895217342601
100,BFS,0.022041,189,87,0,0,0,4,3
100,Dijkstra,0.154792,849,0,163,109,162,6,12.99042631241397
100,BFS,0.005125,23,22,0,0,0,3,2
100,Dijkstra,0.050875,157,0,98,16,97,4,8.769852655216786
100,BFS,0.014875,109,64,0,0,0,4,3
100,Dijkstra,0.173375,916,0,178,151,177,5,14.953093095380515
100,BFS,0.001375,1,2,0,0,0,2,1
100,Dijkstra,0.011958,2,0,3,2,2,2,3.0403527344294394
100,BFS,0.012916,84,60,0,0,0,3,2
100,Dijkstra,0.125667,671,0,151,77,150,4,9.443183415229779
100,BFS,0.010417,65,45,0,0,0,3,2
100,Dijkstra,0.062542,220,0,118,23,117,3,8.546126377519787
100,BFS,0.015958,115,71,0,0,0,4,3
100,Dijkstra,0.154458,832,0,174,112,173,4,9.873527533871389
100,BFS,0.008875,53,39,0,0,0,3,2
100,Dijkstra,0.110875,548,0,151,60,150,4,9.467602649185638
100,BFS,0.002625,8,9,0,0,0,2,1
100,Dijkstra,0.028125,53,0,38,6,37,2,4.123402046976724
100,BFS,0.009250,59,42,0,0,0,3,2
100,Dijkstra,0.093625,417,0,153,40,152,5,8.392176736359815
100,BFS,0.014125,96,64,0,0,0,3,2
100,Dijkstra,0.103042,432,0,144,47,143,3,9.57585229916908
100,BFS,0.015958,112,74,0,0,0,3,2
100,Dijkstra,0.152375,838,0,163,110,162,4,10.541029688360577
100,BFS,0.002416,7,8,0,0,0,2,1
100,Dijkstra,0.015542,13,0,14,2,13,2,2.661886811556177
100,BFS,0.019500,159,81,0,0,0,4,3
100,Dijkstra,0.157584,861,0,169,115,168,5,12.179899349927709
100,BFS,0.009625,56,46,0,0,0,3,2
100,Dijkstra,0.058458,208,0,108,20,107,3,6.815873967483945
100,BFS,0.021458,181,86,0,0,0,4,3
100,Dijkstra,0.102292,467,0,155,48,154,4,7.768100721383508
100,BFS,0.012292,80,57,0,0,0,4,3
100,Dijkstra,0.146584,803,0,163,98,162,5,12.550860117063728
100,BFS,0.019625,154,85,0,0,0,4,3
100,Dijkstra,0.112167,539,0,165,60,164,4,7.70509423612963
100,BFS,0.021042,188,80,0,0,0,4,3
100,Dijkstra,0.150875,804,0,169,108,168,5,11.874694081808311
100,BFS,0.014000,102,60,0,0,0,3,2
100,Dijkstra,0.161416,857,0,171,129,170,5,11.893523952652425
100,BFS,0.002833,9,10,0,0,0,2,1
100,Dijkstra,0.033792,79,0,64,9,63,2,3.0854733083497403
100,BFS,0.010208,59,49,0,0,0,3,2
100,Dijkstra,0.069208,271,0,122,26,121,3,6.194400805037043
100,BFS,0.012583,91,54,0,0,0,4,3
100,Dijkstra,0.052250,167,0,101,17,100,4,7.657957274963927
100,BFS,0.009750,63,42,0,0,0,3,2
100,Dijkstra,0.123958,650,0,154,78,153,4,9.967832506033425
100,BFS,0.016959,132,73,0,0,0,3,2
100,Dijkstra,0.105667,505,0,151,55,150,3,7.109774560850373
100,BFS,0.012917,90,54,0,0,0,3,2
100,Dijkstra,0.137000,721,0,167,87,166,4,9.196081431981494
100,BFS,0.007458,44,33,0,0,0,3,2
100,Dijkstra,0.110417,537,0,156,57,155,4,7.647547243904466
100,BFS,0.011333,72,53,0,0,0,3,2
100,Dijkstra,0.134791,736,0,154,88,153,4,10.700639668413903
100,BFS,0.001833,4,5,0,0,0,2,1
100,Dijkstra,0.029375,65,0,47,10,46,2,5.588117382776034
100,BFS,0.001875,4,5,0,0,0,2,1
100,Dijkstra,0.020625,36,0,28,4,27,2,3.667774243031386
100,BFS,0.013542,90,64,0,0,0,3,2
100,Dijkstra,0.142625,772,0,162,95,161,4,9.997220496286296
100,BFS,0.032166,334,99,0,0,0,4,3
100,Dijkstra,0.157500,860,0,168,107,167,5,12.990156463512381
100,BFS,0.012167,75,60,0,0,0,4,3
100,Dijkstra,0.113500,553,0,160,62,159,4,9.194033024539712
100,BFS,0.024625,230,88,0,0,0,4,3
100,Dijkstra,0.081791,342,0,135,35,134,4,7.007054276089106
100,BFS,0.021083,185,84,0,0,0,4,3
100,Dijkstra,0.160833,875,0,172,122,171,4,10.880318279143095
100,BFS,0.005208,25,23,0,0,0,3,2
100,Dijkstra,0.155042,821,0,169,108,168,5,14.987141939196446
100,BFS,0.002917,9,10,0,0,0,3,2
100,Dijkstra,0.095750,420,0,156,44,155,6,9.827233677726149
100,BFS,0.017208,132,76,0,0,0,3,2
100,Dijkstra,0.017458,20,0,20,3,19,3,3.412642622880166
100,BFS,0.009084,58,40,0,0,0,4,3
100,Dijkstra,0.114041,570,0,149,67,148,6,12.383212046263292
100,BFS,0.022000,191,85,0,0,0,4,3
100,Dijkstra,0.128166,656,0,162,81,161,5,12.021632852735362
100,BFS,0.019416,161,79,0,0,0,4,3
100,Dijkstra,0.163584,895,0,162,135,161,5,11.87469408180831
100,BFS,0.018834,148,80,0,0,0,4,3
100,Dijkstra,0.059416,203,0,110,20,109,4,5.641884859176452
100,BFS,0.023834,215,87,0,0,0,4,3
100,Dijkstra,0.130833,693,0,157,85,156,5,11.396157171837002
100,BFS,0.005250,27,23,0,0,0,3,2
100,Dijkstra,0.024833,45,0,39,5,38,3,3.289977981744351
100,BFS,0.026000,250,92,0,0,0,4,3
100,Dijkstra,0.155750,853,0,170,110,169,5,12.810427347136823
100,BFS,0.023125,202,87,0,0,0,4,3
100,Dijkstra,0.104083,476,0,156,50,155,4,8.660794992565535
100,BFS,0.012042,76,55,0,0,0,3,2
100,Dijkstra,0.069083,226,0,128,23,127,4,5.9372579873231075
100,BFS,0.004209,18,18,0,0,0,3,2
100,Dijkstra,0.057458,194,0,105,20,104,4,5.859899475447132
100,BFS,0.005583,30,25,0,0,0,3,2
100,Dijkstra,0.024875,48,0,38,7,37,3,5.783526453315094
100,BFS,0.009333,61,42,0,0,0,3,2
100,Dijkstra,0.165334,864,0,159,113,158,4,11.325002279685139
100,BFS,0.007250,41,34,0,0,0,3,2
100,Dijkstra,0.112875,544,0,160,60,159,4,10.82764299395096
100,BFS,0.017459,135,74,0,0,0,4,3
100,Dijkstra,0.154792,841,0,167,112,166,5,11.480679654659765
100,BFS,0.009083,51,43,0,0,0,3,2
100,Dijkstra,0.045166,130,0,88,13,87,4,4.6219033198964095
100,BFS,0.019708,164,82,0,0,0,4,3
100,Dijkstra,0.172375,928,0,172,153,171,5,14.962203083444422
100,BFS,0.006208,31,26,0,0,0,3,2
100,Dijkstra,0.054542,177,0,102,19,101,4,6.673905237496005
100,BFS,0.002792,8,9,0,0,0,3,2
100,Dijkstra,0.133459,651,0,163,74,162,3,9.856738123408672
100,BFS,0.005417,26,26,0,0,0,3,2
100,Dijkstra,0.112541,557,0,154,60,153,4,8.485261654891861
100,BFS,0.011708,25,21,0,0,0,3,2
100,Dijkstra,0.073416,254,0,129,24,128,4,7.4376310194883235
100,BFS,0.020125,166,83,0,0,0,4,3
100,Dijkstra,0.057250,190,0,109,19,108,4,6.440457152982434
100,BFS,0.006375,32,29,0,0,0,3,2
100,Dijkstra,0.096417,402,0,152,43,151,3,9.976217494360405
100,BFS,0.001500,2,3,0,0,0,2,1
100,Dijkstra,0.079000,332,0,130,32,129,2,6.4486159385431465
100,BFS,0.020375,168,85,0,0,0,4,3
100,Dijkstra,0.106500,496,0,159,52,158,6,7.836372962605045
100,BFS,0.012458,78,60,0,0,0,3,2
100,Dijkstra,0.129500,676,0,157,82,156,5,9.520677057150849
100,BFS,0.007292,39,34,0,0,0,3,2
100,Dijkstra,0.141084,766,0,163,88,162,7,10.575125243475878
100,BFS,0.003625,14,13,0,0,0,3,2
100,Dijkstra,0.105333,467,0,162,53,161,5,9.699035747315031
100,BFS,0.011958,69,52,0,0,0,3,2
100,Dijkstra,0.025875,47,0,41,5,40,3,3.066140007550991
100,BFS,0.005208,23,23,0,0,0,3,2
100,Dijkstra,0.058958,215,0,108,20,107,3,6.785288858532901
100,BFS,0.011875,76,55,0,0,0,3,2
100,Dijkstra,0.055375,170,0,112,18,111,3,7.540425901021183
100,BFS,0.016166,121,67,0,0,0,4,3
100,Dijkstra,0.177291,934,0,168,153,167,5,15.689914785654317
100,BFS,0.002583,8,9,0,0,0,2,1
100,Dijkstra,0.139333,733,0,171,84,170,2,9.327833764963124
100,BFS,0.010958,66,52,0,0,0,4,3
100,Dijkstra,0.093083,416,0,145,44,144,5,9.319915185226597
100,BFS,0.007541,41,34,0,0,0,3,2
100,Dijkstra,0.065667,251,0,116,25,115,4,6.029681236288813
100,BFS,0.004417,19,19,0,0,0,3,2
100,Dijkstra,0.043875,131,0,83,12,82,3,4.413309793453025
100,BFS,0.012416,85,53,0,0,0,4,3
100,Dijkstra,0.126459,643,0,162,78,161,5,11.904335304386827
100,BFS,0.002167,5,6,0,0,0,2,1
100,Dijkstra,0.022250,38,0,33,4,32,2,2.806086931480184
100,BFS,0.015625,114,71,0,0,0,3,2
100,Dijkstra,0.142292,764,0,169,91,168,4,9.773321317799915
100,BFS,0.006209,31,27,0,0,0,3,2
100,Dijkstra,0.088750,368,0,150,38,149,3,7.366344188479749
100,BFS,0.023750,223,84,0,0,0,4,3
100,Dijkstra,0.086584,380,0,139,37,138,4,6.810649404113341
100,BFS,0.004542,21,18,0,0,0,3,2
100,Dijkstra,0.125542,627,0,168,70,167,4,9.909935786946665
100,BFS,0.024542,223,90,0,0,0,4,3
100,Dijkstra,0.142375,756,0,173,89,172,5,8.944328137144073
100,BFS,0.016250,120,71,0,0,0,4,3
100,Dijkstra,0.133791,694,0,171,79,170,5,10.940511063988136
100,BFS,0.017708,132,79,0,0,0,4,3
100,Dijkstra,0.156750,854,0,161,115,160,7,11.99354065144619
100,BFS,0.005375,25,21,0,0,0,3,2
100,Dijkstra,0.123333,615,0,169,70,168,3,7.949887490236074
100,BFS,0.008541,48,41,0,0,0,3,2
100,Dijkstra,0.029625,63,0,50,8,49,3,6.552928131421684
100,BFS,0.005583,26,25,0,0,0,3,2
100,Dijkstra,0.109083,520,0,160,56,159,3,8.212197397618276
100,BFS,0.045375,478,100,0,0,0,4,3
100,Dijkstra,0.115125,574,0,151,66,150,5,8.75353231553753
100,BFS,0.016125,120,73,0,0,0,3,2
100,Dijkstra,0.071417,257,0,134,27,133,3,6.718890862077481
100,BFS,0.027209,262,95,0,0,0,4,3
100,Dijkstra,0.171375,934,0,169,149,168,5,15.172599909730824
100,BFS,0.016250,127,70,0,0,0,3,2
100,Dijkstra,0.118667,597,0,154,68,153,3,7.57656816233173
100,BFS,0.012750,89,56,0,0,0,4,3
100,Dijkstra,0.123250,647,0,155,70,154,6,11.238678729230717
100,BFS,0.016583,129,72,0,0,0,3,2
100,Dijkstra,0.095584,420,0,151,48,150,4,7.03212729705799
100,BFS,0.001792,4,5,0,0,0,2,1
100,Dijkstra,0.029250,65,0,47,10,46,2,5.588117382776034
100,BFS,0.008834,47,44,0,0,0,3,2
100,Dijkstra,0.016541,17,0,17,3,16,3,3.842246865004935
100,BFS,0.005416,26,25,0,0,0,3,2
100,Dijkstra,0.129583,661,0,168,77,167,5,12.77024105637293
100,BFS,0.015959,118,73,0,0,0,3,2
100,Dijkstra,0.067417,253,0,125,22,124,4,6.159684711193413
100,BFS,0.011375,80,50,0,0,0,3,2
100,Dijkstra,0.105250,519,0,144,55,143,5,7.4815246372441475
100,BFS,0.009792,60,47,0,0,0,3,2
100,Dijkstra,0.050125,158,0,97,15,96,4,4.293468134606385
100,BFS,0.019625,167,80,0,0,0,4,3
100,Dijkstra,0.164125,884,0,170,130,169,5,13.704965188902623
100,BFS,0.015250,109,65,0,0,0,3,2
100,Dijkstra,0.163542,879,0,162,121,161,6,11.41835966841745
100,BFS,0.018625,150,81,0,0,0,4,3
100,Dijkstra,0.059500,209,0,108,21,107,5,7.595967675534398
100,BFS,0.021084,185,83,0,0,0,4,3
100,Dijkstra,0.119792,588,0,164,66,163,4,11.016688160078385
100,BFS,0.015166,112,67,0,0,0,3,2
100,Dijkstra,0.141250,779,0,153,92,152,5,9.339397061515507
100,BFS,0.012416,81,54,0,0,0,3,2
100,Dijkstra,0.109750,483,0,161,52,160,5,10.46786537171531
100,BFS,0.017416,132,76,0,0,0,4,3
100,Dijkstra,0.024292,43,0,40,5,39,4,5.6925411018902015
100,BFS,0.027292,266,91,0,0,0,4,3
100,Dijkstra,0.107042,511,0,151,58,150,5,9.68210335293395
100,BFS,0.018042,141,79,0,0,0,4,3
100,Dijkstra,0.122500,627,0,158,69,157,4,8.294354423801689
100,BFS,0.035291,379,95,0,0,0,4,3
100,Dijkstra,0.149292,821,0,163,101,162,4,10.205825123745006
100,BFS,0.015334,112,69,0,0,0,3,2
100,Dijkstra,0.089500,390,0,149,35,148,3,7.173823085526633
100,BFS,0.024458,232,87,0,0,0,4,3
100,Dijkstra,0.167083,907,0,169,135,168,4,12.660184970877598
100,BFS,0.020375,176,81,0,0,0,4,3
100,Dijkstra,0.169667,917,0,171,138,170,4,11.978405397372267
100,BFS,0.005167,25,22,0,0,0,3,2
100,Dijkstra,0.037208,94,0,69,12,68,3,6.544921331029268
100,BFS,0.008167,45,39,0,0,0,3,2
100,Dijkstra,0.125000,634,0,163,70,162,5,9.313388780477196
100,BFS,0.011375,73,51,0,0,0,3,2
100,Dijkstra,0.132334,691,0,167,77,166,5,8.794073468790657
100,BFS,0.017750,143,75,0,0,0,4,3
100,Dijkstra,0.168959,927,0,167,135,166,6,12.027425793593926
100,BFS,0.008875,51,40,0,0,0,3,2
100,Dijkstra,0.138458,729,0,165,88,164,4,11.957567683177997
100,BFS,0.025167,234,91,0,0,0,4,3
100,Dijkstra,0.124708,634,0,157,73,156,4,9.123715393053821
100,BFS,0.020666,177,82,0,0,0,4,3
100,Dijkstra,0.167667,900,0,167,124,166,6,10.672711888310594
100,BFS,0.010625,69,49,0,0,0,3,2
100,Dijkstra,0.064833,231,0,121,22,120,3,7.098710812030582
100,BFS,0.015459,111,69,0,0,0,4,3
100,Dijkstra,0.111958,532,0,165,59,164,4,10.016140337161495
100,BFS,0.024125,223,88,0,0,0,4,3
100,Dijkstra,0.110042,526,0,152,61,151,5,10.456152276152537
