n,algo,time_ms,edge_checks,queue_push,pq_push,pq_pop,relax,path_len,distance
500,BFS,0.001833,1,2,0,0,0,2,1
500,Dijkstra,0.056125,22,0,21,3,20,2,2.146631798969963
500,BFS,0.052083,391,253,0,0,0,4,3
500,Dijkstra,0.681250,3246,0,797,343,796,6,12.752927280410665
500,BFS,0.071958,515,305,0,0,0,4,3
500,Dijkstra,0.960375,4661,0,879,633,878,5,13.361373521460063
500,BFS,0.027834,181,139,0,0,0,3,2
500,Dijkstra,0.545500,2352,0,764,234,763,3,8.691321236030268
500,BFS,0.028375,186,146,0,0,0,4,3
500,Dijkstra,0.121417,239,0,190,24,189,4,6.994557002659346
500,BFS,0.037625,252,192,0,0,0,4,3
500,Dijkstra,0.465333,1859,0,726,181,725,4,9.209825884999766
500,BFS,0.029334,191,153,0,0,0,4,3
500,Dijkstra,0.560042,2396,0,785,247,784,5,11.177548783381106
500,BFS,0.186000,1954,488,0,0,0,5,4
500,Dijkstra,0.852208,4335,0,831,516,830,6,13.361901163225133
500,BFS,0.094542,766,384,0,0,0,4,3
500,Dijkstra,0.930959,4751,0,846,632,845,7,13.346269220620734
500,BFS,0.004334,14,15,0,0,0,3,2
500,Dijkstra,0.691417,3235,0,838,343,837,7,13.554934535934658
500,BFS,0.026667,174,133,0,0,0,3,2
500,Dijkstra,0.592417,2662,0,788,267,787,5,9.056893889228007
500,BFS,0.004834,19,19,0,0,0,3,2
500,Dijkstra,0.516791,2156,0,749,210,748,4,9.687687762806263
500,BFS,0.030208,197,157,0,0,0,4,3
500,Dijkstra,0.829250,4171,0,831,485,830,5,11.891310372907027
500,BFS,0.056583,423,270,0,0,0,4,3
500,Dijkstra,0.483583,1937,0,724,190,723,7,10.374852547474259
500,BFS,0.004334,14,15,0,0,0,3,2
500,Dijkstra,0.221417,616,0,409,56,408,3,8.607823962154253
500,BFS,0.009917,50,46,0,0,0,3,2
500,Dijkstra,0.067167,57,0,53,6,52,3,4.18245488628311
500,BFS,0.047541,340,233,0,0,0,4,3
500,Dijkstra,0.407625,1486,0,686,142,685,5,10.74837031427096
500,BFS,0.084666,670,360,0,0,0,4,3
500,Dijkstra,0.910084,4592,0,853,585,852,8,12.576452603045054
500,BFS,0.119750,1050,429,0,0,0,4,3
500,Dijkstra,0.973417,4976,0,826,738,825,8,15.509827053357037
500,BFS,0.132083,1210,442,0,0,0,4,3
500,Dijkstra,0.820875,4082,0,864,460,863,5,12.525219503897432
500,BFS,0.140750,1385,455,0,0,0,4,3
500,Dijkstra,0.376000,1357,0,619,134,618,5,7.7897207690688886
500,BFS,0.067209,505,310,0,0,0,4,3
500,Dijkstra,0.442083,1694,0,704,168,703,4,8.91617493447583
500,BFS,0.009000,44,42,0,0,0,3,2
500,Dijkstra,0.152291,349,0,262,34,261,4,6.11808425229669
500,BFS,0.076042,601,345,0,0,0,4,3
500,Dijkstra,0.882792,4497,0,829,541,828,7,13.83268106070059
500,BFS,0.062375,473,297,0,0,0,4,3
500,Dijkstra,0.906250,4521,0,885,564,884,4,15.256881249772828
500,BFS,0.009500,47,43,0,0,0,3,2
500,Dijkstra,0.402250,1473,0,660,140,659,6,8.859467061200188
500,BFS,0.134667,1243,442,0,0,0,4,3
500,Dijkstra,0.430250,1623,0,705,149,704,5,8.023110695206471
500,BFS,0.023500,143,120,0,0,0,3,2
500,Dijkstra,0.204625,535,0,381,53,380,3,6.69526192248756
500,BFS,0.214375,2450,492,0,0,0,5,4
500,Dijkstra,0.584708,2571,0,798,259,797,5,12.082225840862236
500,BFS,0.004333,15,16,0,0,0,3,2
500,Dijkstra,0.481375,1897,0,746,189,745,6,9.360141004662712
500,BFS,0.080125,630,344,0,0,0,4,3
500,Dijkstra,0.783750,3778,0,852,429,851,5,13.581489388158529
500,BFS,0.021583,128,109,0,0,0,3,2
500,Dijkstra,0.704334,3145,0,855,319,854,3,10.911785443813844
500,BFS,0.077750,615,349,0,0,0,4,3
500,Dijkstra,0.879542,4516,0,829,554,828,5,13.985869540455633
500,BFS,0.023041,149,115,0,0,0,4,3
500,Dijkstra,0.331208,1110,0,571,109,570,4,9.82588985003535
500,BFS,0.196042,2177,490,0,0,0,5,4
500,Dijkstra,0.815375,3980,0,843,458,842,6,12.105925448284015
500,BFS,0.114125,932,416,0,0,0,4,3
500,Dijkstra,0.883416,4564,0,811,535,810,6,12.946818346693458
500,BFS,0.043042,296,208,0,0,0,4,3
500,Dijkstra,0.497542,1982,0,748,200,747,6,9.856042687880326
500,BFS,0.013792,80,69,0,0,0,3,2
500,Dijkstra,0.194417,522,0,346,49,345,6,6.961728239328699
500,BFS,0.010542,54,51,0,0,0,3,2
500,Dijkstra,0.411667,1529,0,674,147,673,3,8.47712048550108
500,BFS,0.027500,183,140,0,0,0,3,2
500,Dijkstra,0.116208,229,0,181,22,180,3,4.2401292757416655
500,BFS,0.064042,481,304,0,0,0,4,3
500,Dijkstra,0.550625,2356,0,788,234,787,4,11.118871952880479
500,BFS,0.037750,255,193,0,0,0,4,3
500,Dijkstra,0.674292,3206,0,793,331,792,4,12.58414514089767
500,BFS,0.213791,2381,491,0,0,0,5,4
500,Dijkstra,0.972750,4879,0,874,704,873,6,13.743822584032024
500,BFS,0.164375,1610,483,0,0,0,5,4
500,Dijkstra,0.952166,4809,0,854,662,853,7,14.684908335587775
500,BFS,0.033291,227,163,0,0,0,4,3
500,Dijkstra,0.426584,1602,0,694,155,693,6,8.713261213906538
500,BFS,0.043083,304,214,0,0,0,4,3
500,Dijkstra,0.668250,3123,0,812,320,811,4,10.491235216105158
500,BFS,0.125042,1151,429,0,0,0,4,3
500,Dijkstra,0.214000,597,0,393,56,392,4,7.6136215865162695
500,BFS,0.053542,404,253,0,0,0,4,3
500,Dijkstra,0.811250,3989,0,852,462,851,5,13.895469230317829
500,BFS,0.055166,402,263,0,0,0,4,3
500,Dijkstra,0.442666,1712,0,697,165,696,5,9.91219302980717
500,BFS,0.036333,235,181,0,0,0,4,3
500,Dijkstra,0.518042,2070,0,761,206,760,6,12.09011570333688
500,BFS,0.010083,51,47,0,0,0,3,2
500,Dijkstra,0.098584,150,0,133,14,132,3,6.894093075056189
500,BFS,0.093750,798,390,0,0,0,4,3
500,Dijkstra,0.776500,3766,0,859,423,858,4,13.423044897739757
500,BFS,0.086083,719,364,0,0,0,4,3
500,Dijkstra,0.563333,2364,0,776,234,775,6,9.21964439674714
500,BFS,0.018625,108,99,0,0,0,3,2
500,Dijkstra,0.953750,4785,0,873,658,872,3,12.817035255544583
500,BFS,0.039958,276,200,0,0,0,4,3
500,Dijkstra,0.438916,1693,0,709,157,708,4,8.812685561056682
500,BFS,0.013167,72,64,0,0,0,3,2
500,Dijkstra,0.681792,3244,0,808,338,807,3,12.298433013416112
500,BFS,0.021917,137,114,0,0,0,4,3
500,Dijkstra,0.680583,3147,0,844,343,843,6,12.383589890686618
500,BFS,0.028500,181,145,0,0,0,4,3
500,Dijkstra,0.470042,1893,0,702,188,701,5,11.092891327797616
500,BFS,0.053375,318,221,0,0,0,4,3
500,Dijkstra,0.949875,4114,0,848,468,847,7,12.350620543965313
500,BFS,0.020250,108,88,0,0,0,4,3
500,Dijkstra,0.385250,1396,0,636,135,635,6,12.670949026555311
500,BFS,0.137041,1329,465,0,0,0,5,4
500,Dijkstra,0.620250,2837,0,795,294,794,6,12.29783727715598
500,BFS,0.012750,70,64,0,0,0,3,2
500,Dijkstra,0.349125,1201,0,602,115,601,4,10.360225099238493
500,BFS,0.050000,363,248,0,0,0,4,3
500,Dijkstra,0.891959,4490,0,868,551,867,5,13.515164499611789
500,BFS,0.013208,76,62,0,0,0,3,2
500,Dijkstra,0.554416,2342,0,794,238,793,4,9.875031168656765
500,BFS,0.036250,239,184,0,0,0,4,3
500,Dijkstra,0.326458,1071,0,586,96,585,5,10.512716129431245
500,BFS,0.014125,80,72,0,0,0,3,2
500,Dijkstra,0.073791,82,0,75,8,74,3,3.693709937953412
500,BFS,0.056834,425,279,0,0,0,4,3
500,Dijkstra,0.580833,2482,0,798,257,797,5,9.794118788228257
500,BFS,0.063291,472,305,0,0,0,4,3
500,Dijkstra,0.446000,1739,0,701,169,700,5,9.060935195010096
500,BFS,0.029458,191,150,0,0,0,4,3
500,Dijkstra,0.791709,3932,0,853,443,852,5,12.312442826924597
500,BFS,0.067084,501,309,0,0,0,4,3
500,Dijkstra,0.416000,1542,0,683,150,682,4,10.756521776932194
500,BFS,0.078000,646,334,0,0,0,5,4
500,Dijkstra,0.581333,2588,0,778,264,777,5,10.834479832204536
500,BFS,0.103166,877,398,0,0,0,4,3
500,Dijkstra,0.738667,3579,0,823,389,822,5,10.696010335997144
500,BFS,0.012625,70,64,0,0,0,3,2
500,Dijkstra,0.111666,214,0,169,20,168,3,4.194574430637685
500,BFS,0.081750,637,352,0,0,0,4,3
500,Dijkstra,0.401875,1473,0,658,138,657,5,9.008376893623009
500,BFS,0.064041,484,297,0,0,0,4,3
500,Dijkstra,0.794667,3841,0,860,444,859,6,11.323471192996317
500,BFS,0.081625,668,354,0,0,0,4,3
500,Dijkstra,0.570709,2547,0,761,255,760,5,8.89234976761163
500,BFS,0.034167,224,170,0,0,0,4,3
500,Dijkstra,0.531750,2202,0,769,222,768,4,10.533135339134795
500,BFS,0.037667,257,181,0,0,0,4,3
500,Dijkstra,0.446875,1686,0,713,168,712,5,8.931362985336538
500,BFS,0.097208,802,393,0,0,0,5,4
500,Dijkstra,0.357084,1251,0,612,115,611,6,11.631923308040452
500,BFS,0.067834,516,313,0,0,0,4,3
500,Dijkstra,0.950334,4834,0,854,659,853,5,15.776802482420344
500,BFS,0.115417,1015,430,0,0,0,4,3
500,Dijkstra,0.888875,4536,0,827,564,826,7,13.417482732652342
500,BFS,0.062584,465,295,0,0,0,4,3
500,Dijkstra,0.767833,3721,0,851,418,850,5,10.65028591182731
500,BFS,0.025500,158,131,0,0,0,4,3
500,Dijkstra,0.289167,904,0,515,85,514,4,7.375561634453512
500,BFS,0.045833,317,225,0,0,0,4,3
500,Dijkstra,0.771708,3753,0,839,406,838,4,14.544331997334265
500,BFS,0.050000,366,240,0,0,0,4,3
500,Dijkstra,0.752375,3660,0,850,391,849,5,10.887495435072612
500,BFS,0.003125,8,9,0,0,0,2,1
500,Dijkstra,0.268708,802,0,496,75,495,2,8.567021641771426
500,BFS,0.025333,155,131,0,0,0,4,3
500,Dijkstra,0.571417,2503,0,761,252,760,5,9.96529098222085
500,BFS,0.134375,1303,453,0,0,0,5,4
500,Dijkstra,0.573708,2546,0,778,252,777,5,12.285067123768673
500,BFS,0.072667,567,327,0,0,0,4,3
500,Dijkstra,0.353458,1218,0,609,113,608,4,8.9887113646202
500,BFS,0.037000,243,183,0,0,0,4,3
500,Dijkstra,0.924208,4702,0,825,609,824,6,15.089508195172474
500,BFS,0.159000,1576,478,0,0,0,5,4
500,Dijkstra,0.830500,4083,0,859,479,858,5,11.616946739380436
500,BFS,0.022708,134,112,0,0,0,4,3
500,Dijkstra,0.639583,2916,0,819,311,818,6,11.665940598593421
500,BFS,0.060667,460,287,0,0,0,4,3
500,Dijkstra,0.224209,636,0,414,59,413,4,8.894856911573877
500,BFS,0.043333,294,220,0,0,0,4,3
500,Dijkstra,0.610750,2728,0,823,273,822,5,11.173304901465748
500,BFS,0.094792,784,381,0,0,0,4,3
500,Dijkstra,0.637583,2868,0,826,294,825,4,11.151233528774785
500,BFS,0.044041,303,230,0,0,0,4,3
500,Dijkstra,0.414834,1552,0,666,152,665,6,8.974275973835864
500,BFS,0.108125,955,417,0,0,0,4,3
500,Dijkstra,0.804292,3956,0,854,449,853,6,10.89999649472525
500,BFS,0.041792,288,204,0,0,0,4,3
500,Dijkstra,0.893125,4516,0,866,559,865,6,12.07554490196134
500,BFS,0.050542,363,246,0,0,0,4,3
500,Dijkstra,0.473834,1861,0,737,176,736,4,10.09236143463831
500,BFS,0.023083,149,114,0,0,0,4,3
500,Dijkstra,0.779708,3836,0,839,441,838,4,14.52415101659665
500,BFS,0.142500,1413,468,0,0,0,5,4
500,Dijkstra,0.793917,3886,0,846,446,845,6,12.754012492691444
500,BFS,0.031875,213,159,0,0,0,4,3
500,Dijkstra,0.780250,3828,0,854,421,853,7,13.105475204636395
500,BFS,0.021625,133,111,0,0,0,3,2
500,Dijkstra,0.257958,768,0,473,71,472,3,7.887781119150233
500,BFS,0.137750,1362,453,0,0,0,5,4
500,Dijkstra,0.614000,2558,0,803,265,802,6,9.67527991693427
500,BFS,0.076084,587,326,0,0,0,4,3
500,Dijkstra,0.252291,732,0,458,67,457,6,7.29067061296046
500,BFS,0.078917,636,342,0,0,0,5,4
500,Dijkstra,0.211916,573,0,382,57,381,6,8.731546689538664
500,BFS,0.092291,770,380,0,0,0,4,3
500,Dijkstra,0.819583,4073,0,864,471,863,4,11.540217763014414
500,BFS,0.086666,703,353,0,0,0,5,4
500,Dijkstra,0.792458,3929,0,847,443,846,6,13.318789703313154
500,BFS,0.005834,24,25,0,0,0,3,2
500,Dijkstra,0.672292,3223,0,805,320,804,5,13.238855638032966
500,BFS,0.019208,109,91,0,0,0,4,3
500,Dijkstra,0.313458,1012,0,555,99,554,6,12.140259698690633
500,BFS,0.002209,4,5,0,0,0,2,1
500,Dijkstra,0.364875,1235,0,611,120,610,2,9.128985671032204
500,BFS,0.024250,136,113,0,0,0,4,3
500,Dijkstra,0.677375,3035,0,831,307,830,5,13.034242963111696
500,BFS,0.015458,88,73,0,0,0,3,2
500,Dijkstra,0.082417,104,0,93,12,92,4,5.631628471537832
500,BFS,0.001750,1,2,0,0,0,2,1
500,Dijkstra,0.051917,11,0,12,2,11,2,1.2980931918780891
500,BFS,0.091459,765,382,0,0,0,4,3
500,Dijkstra,0.893666,4453,0,880,555,879,7,13.812838273413412
500,BFS,0.066875,507,304,0,0,0,4,3
500,Dijkstra,0.681208,3225,0,807,341,806,5,12.057576834677667
500,BFS,0.033625,223,168,0,0,0,3,2
500,Dijkstra,0.718958,3397,0,826,367,825,3,11.169580412938787
500,BFS,0.083209,661,369,0,0,0,4,3
500,Dijkstra,0.921958,4647,0,858,597,857,4,13.013657329435997
500,BFS,0.057125,430,272,0,0,0,4,3
500,Dijkstra,0.722458,3441,0,837,371,836,5,10.7776996848338
500,BFS,0.056584,421,266,0,0,0,4,3
500,Dijkstra,0.291083,908,0,525,83,524,4,9.541508148736792
500,BFS,0.137416,1294,458,0,0,0,5,4
500,Dijkstra,0.873792,4459,0,834,549,833,6,12.78301350310305
500,BFS,0.007583,36,34,0,0,0,3,2
500,Dijkstra,0.786250,3799,0,846,438,845,5,13.291486188642132
500,BFS,0.014417,83,72,0,0,0,3,2
500,Dijkstra,0.884834,4388,0,857,561,856,6,12.084042986568631
500,BFS,0.208917,2370,497,0,0,0,5,4
500,Dijkstra,0.849542,4228,0,849,479,848,6,12.586800061961299
500,BFS,0.119250,1097,444,0,0,0,4,3
500,Dijkstra,0.332416,1105,0,570,101,569,4,8.692103623796443
500,BFS,0.020250,120,103,0,0,0,4,3
500,Dijkstra,0.291459,920,0,514,91,513,4,9.667427863410666
500,BFS,0.075750,614,340,0,0,0,4,3
500,Dijkstra,0.376500,1325,0,637,129,636,6,8.909896641678664
500,BFS,0.070167,548,321,0,0,0,4,3
500,Dijkstra,0.966542,4855,0,867,700,866,4,14.122199108093735
500,BFS,0.085041,701,353,0,0,0,4,3
500,Dijkstra,0.668334,3131,0,808,330,807,6,12.438872979032139
500,BFS,0.051458,377,247,0,0,0,4,3
500,Dijkstra,0.833750,4237,0,819,481,818,5,13.247233492235859
500,BFS,0.130750,1151,451,0,0,0,4,3
500,Dijkstra,0.941166,4761,0,843,614,842,6,13.165489076770118
500,BFS,0.084958,701,360,0,0,0,4,3
500,Dijkstra,0.204791,552,0,372,52,371,4,7.995860022353542
500,BFS,0.020125,121,102,0,0,0,3,2
500,Dijkstra,0.281791,876,0,510,85,509,3,8.721242568796079
500,BFS,0.008042,40,36,0,0,0,3,2
500,Dijkstra,0.282792,875,0,504,86,503,4,8.559740321100517
500,BFS,0.076458,600,332,0,0,0,4,3
500,Dijkstra,0.708625,3351,0,817,346,816,6,13.029747319031106
500,BFS,0.087000,723,375,0,0,0,4,3
500,Dijkstra,0.925375,4572,0,863,568,862,5,11.678371435823
500,BFS,0.009208,45,43,0,0,0,3,2
500,Dijkstra,0.112583,209,0,169,22,168,3,5.834085563333781
500,BFS,0.011541,63,56,0,0,0,3,2
500,Dijkstra,0.231791,683,0,430,58,429,3,7.938727551726316
500,BFS,0.045333,322,222,0,0,0,4,3
500,Dijkstra,0.797875,3963,0,835,446,834,7,14.189402617861024
500,BFS,0.019000,109,92,0,0,0,4,3
500,Dijkstra,0.463500,1799,0,717,178,716,4,9.92595944776458
500,BFS,0.007000,32,31,0,0,0,3,2
500,Dijkstra,0.441458,1654,0,712,164,711,3,9.065527606020641
500,BFS,0.010125,52,50,0,0,0,3,2
500,Dijkstra,0.330000,987,0,552,89,551,3,6.623424359863135
500,BFS,0.011875,64,59,0,0,0,3,2
500,Dijkstra,0.074125,82,0,71,8,70,3,4.517862567381664
500,BFS,0.051042,369,250,0,0,0,4,3
500,Dijkstra,0.997583,4981,0,839,758,838,6,15.858973892052658
500,BFS,0.027041,170,139,0,0,0,4,3
500,Dijkstra,0.571625,2423,0,791,244,790,6,11.301275896009093
500,BFS,0.069000,522,316,0,0,0,4,3
500,Dijkstra,0.246083,726,0,446,68,445,4,8.202201777505717
500,BFS,0.073833,576,335,0,0,0,4,3
500,Dijkstra,0.563417,2291,0,757,224,756,6,9.28502865043741
500,BFS,0.026042,163,132,0,0,0,4,3
500,Dijkstra,0.917958,4704,0,830,587,829,4,14.244701476660962
500,BFS,0.019917,118,102,0,0,0,4,3
500,Dijkstra,0.743000,3501,0,847,379,846,4,10.923578048399277
500,BFS,0.032875,217,162,0,0,0,4,3
500,Dijkstra,0.489458,1946,0,744,195,743,4,13.400694772479056
500,BFS,0.167250,1665,486,0,0,0,5,4
500,Dijkstra,0.959916,4908,0,843,674,842,5,14.806444603093542
500,BFS,0.109000,941,417,0,0,0,4,3
500,Dijkstra,0.969208,4785,0,892,662,891,4,12.664070939060696
500,BFS,0.066250,526,298,0,0,0,4,3
500,Dijkstra,0.565917,2464,0,776,243,775,7,9.570971014442264
500,BFS,0.064500,462,290,0,0,0,4,3
500,Dijkstra,0.718625,3392,0,829,367,828,6,10.43464645836019
500,BFS,0.088125,712,366,0,0,0,4,3
500,Dijkstra,1.004625,4976,0,838,767,837,9,17.207237479522725
500,BFS,0.026083,143,119,0,0,0,3,2
500,Dijkstra,0.205833,538,0,367,51,366,4,6.579809655093279
500,BFS,0.080458,629,342,0,0,0,4,3
500,Dijkstra,0.195125,515,0,358,48,357,5,7.991357494247092
500,BFS,0.105083,902,396,0,0,0,4,3
500,Dijkstra,0.528125,2179,0,782,211,781,4,10.334989354903147
500,BFS,0.013666,74,69,0,0,0,3,2
500,Dijkstra,0.249625,708,0,475,63,474,3,7.291415094270491
500,BFS,0.103958,880,399,0,0,0,4,3
500,Dijkstra,0.735083,3501,0,850,368,849,7,11.556444828903897
500,BFS,0.015833,91,79,0,0,0,4,3
500,Dijkstra,0.312292,912,0,529,87,528,4,10.220902142412466
500,BFS,0.005666,23,23,0,0,0,3,2
500,Dijkstra,0.187625,491,0,337,48,336,3,9.99272530391615
500,BFS,0.059000,435,287,0,0,0,4,3
500,Dijkstra,0.684083,3099,0,838,344,837,5,10.698923264459992
500,BFS,0.122708,1146,443,0,0,0,5,4
500,Dijkstra,0.578125,2554,0,783,258,782,6,12.094762584637278
500,BFS,0.127292,1166,448,0,0,0,5,4
500,Dijkstra,0.859208,4334,0,819,513,818,6,11.77709673590173
500,BFS,0.054375,395,264,0,0,0,4,3
500,Dijkstra,0.155375,367,0,271,36,270,4,7.77170006780872
500,BFS,0.085542,689,362,0,0,0,4,3
500,Dijkstra,0.528875,2225,0,753,222,752,5,9.093806326155377
500,BFS,0.051750,386,239,0,0,0,4,3
500,Dijkstra,0.941291,4639,0,884,619,883,5,14.621347143640616
500,BFS,0.075666,614,339,0,0,0,4,3
500,Dijkstra,0.460000,1783,0,726,170,725,5,8.97255534715347
500,BFS,0.055208,398,271,0,0,0,4,3
500,Dijkstra,0.948167,4858,0,839,662,838,6,14.055558423362102
500,BFS,0.036667,243,187,0,0,0,4,3
500,Dijkstra,0.690625,3176,0,851,342,850,6,10.757607269337678
500,BFS,0.029583,192,150,0,0,0,4,3
500,Dijkstra,0.952542,4872,0,853,670,852,4,16.687559645059707
500,BFS,0.105584,891,410,0,0,0,4,3
500,Dijkstra,0.672875,3084,0,831,330,830,5,10.6801602318348
500,BFS,0.013791,73,68,0,0,0,3,2
500,Dijkstra,0.230542,643,0,438,60,437,3,7.215920719276294
500,BFS,0.119500,1066,437,0,0,0,4,3
500,Dijkstra,0.745667,3542,0,831,379,830,6,12.460303170349952
500,BFS,0.003292,9,10,0,0,0,3,2
500,Dijkstra,0.666041,3093,0,826,314,825,5,10.774801363713422
500,BFS,0.025084,155,133,0,0,0,3,2
500,Dijkstra,0.209250,566,0,392,53,391,4,7.007931437127192
500,BFS,0.061250,458,293,0,0,0,4,3
500,Dijkstra,0.632917,2848,0,824,293,823,7,10.163101815650332
500,BFS,0.182125,1877,484,0,0,0,5,4
500,Dijkstra,0.971875,4837,0,867,697,866,5,13.855373603728687
500,BFS,0.020208,119,101,0,0,0,4,3
500,Dijkstra,0.393500,1375,0,652,133,651,6,9.270328136080794
500,BFS,0.007583,37,35,0,0,0,3,2
500,Dijkstra,0.928750,4726,0,854,611,853,6,12.655393148047953
500,BFS,0.016458,98,83,0,0,0,3,2
500,Dijkstra,0.181041,459,0,332,42,331,4,6.573242368443938
500,BFS,0.126708,1162,444,0,0,0,5,4
500,Dijkstra,0.810458,4049,0,854,454,853,6,12.615030313257956
500,BFS,0.048167,346,230,0,0,0,4,3
500,Dijkstra,0.606292,2732,0,808,269,807,6,8.585672462529137
500,BFS,0.059667,438,280,0,0,0,4,3
500,Dijkstra,0.546417,2301,0,782,227,781,4,10.984855099678388
500,BFS,0.038750,259,196,0,0,0,4,3
500,Dijkstra,0.699750,3303,0,826,356,825,5,11.975694187631888
500,BFS,0.105042,892,409,0,0,0,4,3
500,Dijkstra,0.332667,1098,0,575,106,574,5,8.783874212380564
500,BFS,0.025292,159,126,0,0,0,4,3
500,Dijkstra,0.537625,2262,0,771,223,770,4,9.449310732272489
500,BFS,0.056792,413,272,0,0,0,4,3
500,Dijkstra,0.322041,1039,0,558,98,557,6,9.689978552960378
500,BFS,0.051208,364,251,0,0,0,4,3
500,Dijkstra,0.797292,3938,0,854,446,853,7,10.847151452418657
500,BFS,0.081084,665,345,0,0,0,4,3
500,Dijkstra,0.813792,4094,0,830,465,829,4,15.616622951513637
500,BFS,0.083084,665,353,0,0,0,4,3
500,Dijkstra,0.811958,3972,0,863,471,862,4,11.08380265754349
500,BFS,0.069542,532,315,0,0,0,4,3
500,Dijkstra,0.386709,1384,0,647,133,646,5,10.286792518778942
500,BFS,0.093792,781,392,0,0,0,4,3
500,Dijkstra,0.559958,2404,0,790,234,789,7,10.881833804203211
500,BFS,0.091417,741,374,0,0,0,4,3
500,Dijkstra,0.351208,1226,0,596,113,595,5,8.632770721042174
500,BFS,0.126875,1160,442,0,0,0,5,4
500,Dijkstra,0.747208,3572,0,846,393,845,5,12.232560441019519
500,BFS,0.059000,449,282,0,0,0,5,4
500,Dijkstra,0.512083,2077,0,764,198,763,5,11.92083796956798
500,BFS,0.086959,704,364,0,0,0,4,3
500,Dijkstra,0.852417,4290,0,840,496,839,5,13.44596334954102
500,BFS,0.002292,4,5,0,0,0,2,1
500,Dijkstra,0.059792,34,0,31,6,30,2,4.9277621782838885
500,BFS,0.011833,63,58,0,0,0,3,2
500,Dijkstra,0.381500,1314,0,630,125,629,4,8.749742392460579
500,BFS,0.016792,97,85,0,0,0,3,2
500,Dijkstra,0.412250,1494,0,681,145,680,4,9.517532501712687
500,BFS,0.103542,888,402,0,0,0,4,3
500,Dijkstra,0.479417,1874,0,739,185,738,4,10.136008856880178
500,BFS,0.068459,520,324,0,0,0,4,3
500,Dijkstra,0.943042,4839,0,836,654,835,4,13.624806784431842
500,BFS,0.045125,313,224,0,0,0,4,3
500,Dijkstra,0.417375,1544,0,674,149,673,5,8.44352205543653
500,BFS,0.057167,426,268,0,0,0,4,3
500,Dijkstra,0.260208,736,0,470,71,469,4,7.080008696691564
500,BFS,0.064709,490,294,0,0,0,4,3
500,Dijkstra,0.266292,783,0,468,75,467,4,9.637028808551891
500,BFS,0.054709,390,266,0,0,0,4,3
500,Dijkstra,0.677291,3266,0,806,330,805,5,11.686605848777502
500,BFS,0.090916,769,383,0,0,0,4,3
500,Dijkstra,0.835083,4099,0,869,483,868,5,11.131988429817676
500,BFS,0.039500,267,201,0,0,0,4,3
500,Dijkstra,0.895667,4565,0,860,563,859,5,13.433095106670367
500,BFS,0.031958,207,162,0,0,0,4,3
500,Dijkstra,0.927916,4728,0,831,616,830,6,12.582463218791048
500,BFS,0.067500,535,307,0,0,0,4,3
500,Dijkstra,0.661250,3059,0,841,304,840,6,11.0658570473444
500,BFS,0.086291,697,366,0,0,0,4,3
500,Dijkstra,0.714500,3403,0,852,357,851,6,11.484492658948264
500,BFS,0.066042,499,300,0,0,0,4,3
500,Dijkstra,0.748667,3670,0,824,414,823,5,12.656396028901092
500,BFS,0.008500,42,37,0,0,0,3,2
500,Dijkstra,0.842459,4257,0,849,491,848,4,12.477240059907237
500,BFS,0.003709,12,12,0,0,0,3,2
500,Dijkstra,0.583333,2520,0,780,248,779,6,12.121413838148122
500,BFS,0.169584,1660,480,0,0,0,5,4
500,Dijkstra,0.706416,3300,0,848,351,847,5,10.109825985219256
500,BFS,0.071542,511,316,0,0,0,4,3
500,Dijkstra,0.533750,2134,0,769,214,768,5,8.690054053336084
500,BFS,0.090250,653,362,0,0,0,4,3
500,Dijkstra,0.859583,4286,0,834,501,833,5,12.077841987915
500,BFS,0.117584,938,402,0,0,0,5,4
500,Dijkstra,0.427334,1023,0,561,94,560,5,12.530187016837907
500,BFS,0.023041,125,102,0,0,0,4,3
500,Dijkstra,0.797333,3837,0,822,426,821,4,13.258409668366033
500,BFS,0.041167,264,201,0,0,0,4,3
500,Dijkstra,0.128917,263,0,208,24,207,4,5.706568781978337
500,BFS,0.025291,153,126,0,0,0,3,2
500,Dijkstra,0.430583,1630,0,690,155,689,4,10.042850961896193
500,BFS,0.084833,674,359,0,0,0,4,3
500,Dijkstra,0.685417,3128,0,834,335,833,7,10.768845801071059
500,BFS,0.038250,251,186,0,0,0,4,3
500,Dijkstra,0.203708,532,0,369,51,368,4,8.8779833284486
500,BFS,0.010917,56,51,0,0,0,3,2
500,Dijkstra,0.172125,416,0,308,38,307,3,6.919740634218898
500,BFS,0.046083,311,218,0,0,0,4,3
500,Dijkstra,0.704959,3363,0,816,350,815,4,12.83782112432224
500,BFS,0.192125,2048,491,0,0,0,5,4
500,Dijkstra,0.847000,4244,0,812,483,811,6,14.00969643148318
500,BFS,0.114834,976,413,0,0,0,5,4
500,Dijkstra,0.844416,4037,0,816,457,815,6,14.776881524964214
500,BFS,0.003042,7,8,0,0,0,2,1
500,Dijkstra,0.059292,29,0,28,4,27,2,2.588199675712755
500,BFS,0.030667,190,153,0,0,0,4,3
500,Dijkstra,0.290917,875,0,520,84,519,4,8.918134274612145
500,BFS,0.105083,883,400,0,0,0,4,3
500,Dijkstra,0.738167,3451,0,821,370,820,5,10.561295331449752
500,BFS,0.027625,176,137,0,0,0,4,3
500,Dijkstra,0.182916,442,0,317,47,316,5,10.636638535792416
500,BFS,0.029709,186,141,0,0,0,4,3
